collision_datetime,collision_time,accident_year,month,day_of_week,analysis_neighborhood
12/19/2019 07:37:00 PM,19:37:00,2019,December,Thursday,Inner Richmond
08/09/2020 03:05:00 AM,03:05:00,2020,August,Sunday,Outer Richmond
02/07/2008 11:24:00 AM,11:24:00,2008,February,Thursday,South of Market
09/27/2020 10:50:00 PM,22:50:00,2020,September,Sunday,Bayview Hunters Point
03/17/2008 07:30:00 AM,07:30:00,2008,March,Monday,Outer Mission
05/21/2005 11:30:00 PM,23:30:00,2005,May,Saturday,Mission
10/09/2024 07:15:00 AM,07:15:00,2024,October,Wednesday,Tenderloin
10/19/2024 02:12:00 PM,14:12:00,2024,October,Saturday,Russian Hill
10/22/2014 10:40:00 AM,10:40:00,2014,October,Wednesday,Western Addition
11/06/2024 01:15:00 AM,01:15:00,2024,November,Wednesday,Russian Hill
01/14/2016 05:10:00 PM,17:10:00,2016,January,Thursday,Tenderloin
04/09/2014 07:40:00 AM,07:40:00,2014,April,Wednesday,Financial District/South Beach
10/08/2016 09:15:00 AM,09:15:00,2016,October,Saturday,South of Market
04/30/2014 08:32:00 AM,08:32:00,2014,April,Wednesday,Mission
03/06/2021 09:15:00 AM,09:15:00,2021,March,Saturday,Marina
11/16/2021 06:45:00 PM,18:45:00,2021,November,Tuesday,Lone Mountain/USF
03/05/2020 09:15:00 AM,09:15:00,2020,March,Thursday,Mission
08/06/2020 04:10:00 PM,16:10:00,2020,August,Thursday,Golden Gate Park
12/12/2021 05:36:00 PM,17:36:00,2021,December,Sunday,Pacific Heights
08/11/2016 12:05:00 PM,12:05:00,2016,August,Thursday,Western Addition
11/28/2019 04:04:00 PM,16:04:00,2019,November,Thursday,Bayview Hunters Point
08/26/2021 11:42:00 PM,23:42:00,2021,August,Thursday,Nob Hill
06/28/2012 09:00:00 AM,09:00:00,2012,June,Thursday,South of Market
09/21/2024 02:18:00 AM,02:18:00,2024,September,Saturday,Mission
02/20/2020 08:25:00 PM,20:25:00,2020,February,Thursday,Mission
07/11/2014 04:58:00 PM,16:58:00,2014,July,Friday,Financial District/South Beach
07/06/2018 03:15:00 PM,15:15:00,2018,July,Friday,South of Market
10/21/2020 06:21:00 PM,18:21:00,2020,October,Wednesday,Bayview Hunters Point
09/29/2024 02:20:00 AM,02:20:00,2024,September,Sunday,Marina
07/24/2014 10:18:00 AM,10:18:00,2014,July,Thursday,Mission
02/14/2020 07:07:00 PM,19:07:00,2020,February,Friday,Tenderloin
08/28/2020 05:28:00 PM,17:28:00,2020,August,Friday,Mission
03/11/2008 09:03:00 AM,09:03:00,2008,March,Tuesday,Mission
08/02/2024 12:04:00 PM,12:04:00,2024,August,Friday,Bayview Hunters Point
06/07/2008 10:15:00 AM,10:15:00,2008,June,Saturday,Outer Richmond
07/09/2005 10:26:00 PM,22:26:00,2005,July,Saturday,Lakeshore
02/04/2008 05:41:00 PM,17:41:00,2008,February,Monday,Mission
09/22/2022 10:15:00 AM,10:15:00,2022,September,Thursday,Sunset/Parkside
04/22/2013 08:21:00 AM,08:21:00,2013,April,Monday,Sunset/Parkside
06/18/2022 08:05:00 PM,20:05:00,2022,June,Saturday,Financial District/South Beach
08/12/2005 10:47:00 PM,22:47:00,2005,August,Friday,Financial District/South Beach
01/12/2021 03:35:00 PM,15:35:00,2021,January,Tuesday,Outer Mission
08/23/2020 10:38:00 PM,22:38:00,2020,August,Sunday,Tenderloin
04/27/2021 07:57:00 PM,19:57:00,2021,April,Tuesday,Western Addition
12/31/2021 10:34:00 AM,10:34:00,2021,December,Friday,Outer Mission
04/01/2015 01:00:00 PM,13:00:00,2015,April,Wednesday,Mission Bay
10/25/2014 12:02:00 AM,00:02:00,2014,October,Saturday,Castro/Upper Market
07/03/2012 04:38:00 PM,16:38:00,2012,July,Tuesday,North Beach
07/27/2008 05:25:00 PM,17:25:00,2008,July,Sunday,Mission
01/13/2024 06:39:00 PM,18:39:00,2024,January,Saturday,Sunset/Parkside
12/03/2019 06:10:00 AM,06:10:00,2019,December,Tuesday,Lone Mountain/USF
09/03/2022 03:24:00 AM,03:24:00,2022,September,Saturday,Outer Mission
02/08/2024 12:57:00 PM,12:57:00,2024,February,Thursday,Marina
04/11/2013 12:04:00 PM,12:04:00,2013,April,Thursday,Financial District/South Beach
05/09/2019 08:11:00 PM,20:11:00,2019,May,Thursday,South of Market
01/20/2021 05:20:00 PM,17:20:00,2021,January,Wednesday,Bayview Hunters Point
10/30/2020 06:55:00 PM,18:55:00,2020,October,Friday,Mission
03/27/2017 11:00:00 AM,11:00:00,2017,March,Monday,Financial District/South Beach
12/23/2014 08:09:00 AM,08:09:00,2014,December,Tuesday,Western Addition
04/09/2018 08:10:00 PM,20:10:00,2018,April,Monday,Sunset/Parkside
08/25/2020 07:04:00 PM,19:04:00,2020,August,Tuesday,Tenderloin
12/26/2020 06:34:00 PM,18:34:00,2020,December,Saturday,Excelsior
08/14/2020 11:35:00 AM,11:35:00,2020,August,Friday,Sunset/Parkside
12/13/2023 10:00:00 PM,22:00:00,2023,December,Wednesday,Hayes Valley
12/23/2023 11:25:00 AM,11:25:00,2023,December,Saturday,Mission
09/24/2024 02:05:00 PM,14:05:00,2024,September,Tuesday,Hayes Valley
06/29/2016 12:10:00 AM,00:10:00,2016,June,Wednesday,Oceanview/Merced/Ingleside
10/28/2024 08:50:00 AM,08:50:00,2024,October,Monday,South of Market
04/27/2021 04:01:00 PM,16:01:00,2021,April,Tuesday,Tenderloin
04/06/2008 08:52:00 AM,08:52:00,2008,April,Sunday,Lakeshore
03/15/2021 03:05:00 PM,15:05:00,2021,March,Monday,Financial District/South Beach
03/22/2021 01:12:00 PM,13:12:00,2021,March,Monday,Outer Mission
09/12/2022 06:54:00 PM,18:54:00,2022,September,Monday,Inner Richmond
08/15/2014 09:49:00 AM,09:49:00,2014,August,Friday,Financial District/South Beach
09/18/2020 09:57:00 PM,21:57:00,2020,September,Friday,Bayview Hunters Point
05/01/2022 12:22:00 AM,00:22:00,2022,May,Sunday,Western Addition
09/13/2022 11:00:00 AM,11:00:00,2022,September,Tuesday,Financial District/South Beach
12/02/2021 07:34:00 PM,19:34:00,2021,December,Thursday,Excelsior
03/12/2013 01:10:00 PM,13:10:00,2013,March,Tuesday,Sunset/Parkside
10/14/2021 04:45:00 PM,16:45:00,2021,October,Thursday,Sunset/Parkside
09/04/2021 09:39:00 PM,21:39:00,2021,September,Saturday,Outer Mission
05/29/2008 10:55:00 AM,10:55:00,2008,May,Thursday,Tenderloin
02/12/2024 11:06:00 PM,23:06:00,2024,February,Monday,Western Addition
10/11/2024 07:50:00 PM,19:50:00,2024,October,Friday,Tenderloin
02/21/2020 09:00:00 PM,21:00:00,2020,February,Friday,Outer Richmond
06/29/2024 03:26:00 PM,15:26:00,2024,June,Saturday,South of Market
01/17/2007 12:25:00 AM,00:25:00,2007,January,Wednesday,Chinatown
11/28/2019 01:30:00 AM,01:30:00,2019,November,Thursday,Financial District/South Beach
05/18/2022 04:00:00 PM,16:00:00,2022,May,Wednesday,Hayes Valley
10/02/2021 01:40:00 PM,13:40:00,2021,October,Saturday,Financial District/South Beach
01/12/2008 03:55:00 AM,03:55:00,2008,January,Saturday,Nob Hill
12/31/2021 05:48:00 PM,17:48:00,2021,December,Friday,Bernal Heights
09/23/2022 11:40:00 AM,11:40:00,2022,September,Friday,Tenderloin
05/04/2021 04:06:00 PM,16:06:00,2021,May,Tuesday,Mission
07/28/2015 05:37:00 PM,17:37:00,2015,July,Tuesday,Mission
12/16/2017 03:39:00 PM,15:39:00,2017,December,Saturday,Visitacion Valley
07/24/2016 09:36:00 AM,09:36:00,2016,July,Sunday,Hayes Valley
07/26/2019 08:20:00 AM,08:20:00,2019,July,Friday,Japantown
04/22/2008 05:21:00 PM,17:21:00,2008,April,Tuesday,Tenderloin
03/26/2015 08:12:00 AM,08:12:00,2015,March,Thursday,Nob Hill
08/31/2022 06:19:00 PM,18:19:00,2022,August,Wednesday,Hayes Valley
01/07/2020 08:00:00 AM,08:00:00,2020,January,Tuesday,Bayview Hunters Point
10/08/2015 04:04:00 PM,16:04:00,2015,October,Thursday,Mission
05/05/2008 01:45:00 AM,01:45:00,2008,May,Monday,Marina
05/31/2018 01:56:00 PM,13:56:00,2018,May,Thursday,Chinatown
04/09/2021 08:40:00 PM,20:40:00,2021,April,Friday,South of Market
01/03/2013 09:49:00 AM,09:49:00,2013,January,Thursday,Western Addition
09/01/2013 10:30:00 AM,10:30:00,2013,September,Sunday,Tenderloin
11/18/2011 04:38:00 PM,16:38:00,2011,November,Friday,Bernal Heights
07/12/2021 04:00:00 AM,04:00:00,2021,July,Monday,West of Twin Peaks
12/08/2019 04:30:00 PM,16:30:00,2019,December,Sunday,Tenderloin
10/03/2017 09:25:00 AM,09:25:00,2017,October,Tuesday,Oceanview/Merced/Ingleside
11/25/2019 12:25:00 PM,12:25:00,2019,November,Monday,Castro/Upper Market
03/13/2020 02:02:00 AM,02:02:00,2020,March,Friday,Bayview Hunters Point
02/16/2022 04:16:00 PM,16:16:00,2022,February,Wednesday,Sunset/Parkside
07/26/2022 02:05:00 PM,14:05:00,2022,July,Tuesday,Tenderloin
03/06/2008 08:50:00 AM,08:50:00,2008,March,Thursday,Hayes Valley
12/21/2007 11:29:00 PM,23:29:00,2007,December,Friday,Portola
08/29/2015 03:04:00 PM,15:04:00,2015,August,Saturday,Tenderloin
12/26/2017 01:53:00 AM,01:53:00,2017,December,Tuesday,Mission
01/21/2020 05:47:00 PM,17:47:00,2020,January,Tuesday,West of Twin Peaks
12/05/2024 12:22:00 PM,12:22:00,2024,December,Thursday,Tenderloin
11/03/2024 09:52:00 PM,21:52:00,2024,November,Sunday,Western Addition
10/30/2021 02:38:00 PM,14:38:00,2021,October,Saturday,South of Market
03/07/2008 11:30:00 AM,11:30:00,2008,March,Friday,Sunset/Parkside
05/03/2008 04:35:00 PM,16:35:00,2008,May,Saturday,Nob Hill
03/17/2008 02:45:00 PM,14:45:00,2008,March,Monday,Sunset/Parkside
05/07/2018 11:03:00 PM,23:03:00,2018,May,Monday,Western Addition
08/20/2022 09:15:00 PM,21:15:00,2022,August,Saturday,Bayview Hunters Point
12/28/2023 04:15:00 PM,16:15:00,2023,December,Thursday,South of Market
03/22/2018 04:49:00 PM,16:49:00,2018,March,Thursday,Financial District/South Beach
12/11/2019 10:40:00 AM,10:40:00,2019,December,Wednesday,Golden Gate Park
09/24/2022 03:15:00 PM,15:15:00,2022,September,Saturday,Bernal Heights
04/27/2013 01:19:00 PM,13:19:00,2013,April,Saturday,Mission
06/09/2013 12:30:00 PM,12:30:00,2013,June,Sunday,Financial District/South Beach
02/24/2015 08:50:00 AM,08:50:00,2015,February,Tuesday,Oceanview/Merced/Ingleside
08/01/2022 08:52:00 PM,20:52:00,2022,August,Monday,Financial District/South Beach
10/09/2021 12:53:00 AM,00:53:00,2021,October,Saturday,Financial District/South Beach
09/11/2021 07:15:00 AM,07:15:00,2021,September,Saturday,Lakeshore
03/29/2008 09:00:00 PM,21:00:00,2008,March,Saturday,Bernal Heights
10/28/2020 08:14:00 PM,20:14:00,2020,October,Wednesday,Tenderloin
09/26/2014 09:26:00 AM,09:26:00,2014,September,Friday,Tenderloin
04/06/2006 12:35:00 PM,12:35:00,2006,April,Thursday,
10/17/2019 07:15:00 PM,19:15:00,2019,October,Thursday,Marina
12/01/2021 08:45:00 PM,20:45:00,2021,December,Wednesday,Bayview Hunters Point
12/16/2019 08:54:00 AM,08:54:00,2019,December,Monday,Excelsior
02/07/2015 04:57:00 PM,16:57:00,2015,February,Saturday,Bayview Hunters Point
07/17/2021 12:35:00 PM,12:35:00,2021,July,Saturday,Sunset/Parkside
05/04/2021 10:41:00 AM,10:41:00,2021,May,Tuesday,Western Addition
02/15/2021 03:50:00 PM,15:50:00,2021,February,Monday,Tenderloin
09/09/2022 08:35:00 AM,08:35:00,2022,September,Friday,Tenderloin
09/29/2024 11:11:00 PM,23:11:00,2024,September,Sunday,Mission
03/14/2021 06:30:00 AM,06:30:00,2021,March,Sunday,Sunset/Parkside
01/10/2024 05:30:00 PM,17:30:00,2024,January,Wednesday,Bayview Hunters Point
03/24/2006 12:29:00 AM,00:29:00,2006,March,Friday,West of Twin Peaks
11/27/2019 06:40:00 AM,06:40:00,2019,November,Wednesday,Mission
03/10/2020 11:18:00 PM,23:18:00,2020,March,Tuesday,Outer Richmond
08/20/2024 07:01:00 PM,19:01:00,2024,August,Tuesday,Western Addition
09/04/2022 03:12:00 PM,15:12:00,2022,September,Sunday,Tenderloin
05/05/2022 11:04:00 PM,23:04:00,2022,May,Thursday,Excelsior
09/28/2022 09:38:00 PM,21:38:00,2022,September,Wednesday,Outer Mission
10/16/2020 06:47:00 PM,18:47:00,2020,October,Friday,Lone Mountain/USF
08/14/2020 04:39:00 PM,16:39:00,2020,August,Friday,Financial District/South Beach
03/24/2021 03:21:00 PM,15:21:00,2021,March,Wednesday,Potrero Hill
11/05/2021 07:54:00 PM,19:54:00,2021,November,Friday,Golden Gate Park
12/06/2019 02:30:00 PM,14:30:00,2019,December,Friday,West of Twin Peaks
12/01/2019 09:12:00 AM,09:12:00,2019,December,Sunday,Russian Hill
09/09/2015 08:37:00 AM,08:37:00,2015,September,Wednesday,Mission
04/26/2008 12:05:00 PM,12:05:00,2008,April,Saturday,Lincoln Park
05/17/2008 04:48:00 PM,16:48:00,2008,May,Saturday,Inner Richmond
05/17/2008 01:40:00 PM,13:40:00,2008,May,Saturday,Mission
11/15/2019 07:52:00 AM,07:52:00,2019,November,Friday,South of Market
11/06/2024 05:50:00 PM,17:50:00,2024,November,Wednesday,Bayview Hunters Point
11/25/2006 01:42:00 AM,01:42:00,2006,November,Saturday,Financial District/South Beach
04/14/2020 02:32:00 PM,14:32:00,2020,April,Tuesday,Bayview Hunters Point
07/20/2024 07:30:00 PM,19:30:00,2024,July,Saturday,Hayes Valley
06/13/2021 08:46:00 AM,08:46:00,2021,June,Sunday,Lincoln Park
02/25/2015 05:45:00 PM,17:45:00,2015,February,Wednesday,Outer Mission
08/17/2015 11:40:00 AM,11:40:00,2015,August,Monday,Oceanview/Merced/Ingleside
09/16/2024 05:16:00 PM,17:16:00,2024,September,Monday,Mission
12/06/2023 08:40:00 PM,20:40:00,2023,December,Wednesday,South of Market
05/29/2016 02:54:00 PM,14:54:00,2016,May,Sunday,Western Addition
10/02/2014 04:17:00 PM,16:17:00,2014,October,Thursday,Bayview Hunters Point
10/04/2012 12:05:00 AM,00:05:00,2012,October,Thursday,Tenderloin
09/30/2007 12:26:00 AM,00:26:00,2007,September,Sunday,Financial District/South Beach
11/25/2019 01:39:00 PM,13:39:00,2019,November,Monday,Sunset/Parkside
10/12/2020 02:16:00 PM,14:16:00,2020,October,Monday,Castro/Upper Market
12/14/2019 06:02:00 PM,18:02:00,2019,December,Saturday,Excelsior
12/07/2021 08:02:00 AM,08:02:00,2021,December,Tuesday,Potrero Hill
03/08/2008 05:05:00 PM,17:05:00,2008,March,Saturday,Russian Hill
05/14/2008 05:35:00 PM,17:35:00,2008,May,Wednesday,Sunset/Parkside
11/16/2020 01:47:00 AM,01:47:00,2020,November,Monday,Bernal Heights
12/26/2024 08:44:00 PM,20:44:00,2024,December,Thursday,Bayview Hunters Point
12/10/2021 02:01:00 PM,14:01:00,2021,December,Friday,Bayview Hunters Point
07/03/2024 03:15:00 PM,15:15:00,2024,July,Wednesday,Financial District/South Beach
09/10/2021 02:26:00 PM,14:26:00,2021,September,Friday,Oceanview/Merced/Ingleside
07/23/2024 11:09:00 AM,11:09:00,2024,July,Tuesday,Lakeshore
11/19/2021 08:10:00 PM,20:10:00,2021,November,Friday,Hayes Valley
04/18/2023 05:49:00 AM,05:49:00,2023,April,Tuesday,Inner Sunset
06/26/2021 06:56:00 PM,18:56:00,2021,June,Saturday,Inner Richmond
04/01/2024 12:24:00 PM,12:24:00,2024,April,Monday,Mission
08/12/2022 05:30:00 PM,17:30:00,2022,August,Friday,Hayes Valley
10/18/2021 08:40:00 PM,20:40:00,2021,October,Monday,Tenderloin
07/02/2022 01:18:00 PM,13:18:00,2022,July,Saturday,Tenderloin
09/17/2020 05:16:00 PM,17:16:00,2020,September,Thursday,Haight Ashbury
03/08/2008 04:45:00 PM,16:45:00,2008,March,Saturday,Russian Hill
11/28/2020 09:35:00 AM,09:35:00,2020,November,Saturday,Golden Gate Park
12/07/2021 12:15:00 PM,12:15:00,2021,December,Tuesday,Western Addition
06/25/2013 08:46:00 PM,20:46:00,2013,June,Tuesday,Lakeshore
01/12/2022 02:11:00 PM,14:11:00,2022,January,Wednesday,Bernal Heights
09/17/2015 04:32:00 PM,16:32:00,2015,September,Thursday,South of Market
10/09/2024 12:34:00 PM,12:34:00,2024,October,Wednesday,Inner Sunset
08/17/2020 02:14:00 PM,14:14:00,2020,August,Monday,Tenderloin
04/17/2008 06:45:00 AM,06:45:00,2008,April,Thursday,Financial District/South Beach
03/29/2008 03:13:00 PM,15:13:00,2008,March,Saturday,Japantown
12/04/2019 06:28:00 PM,18:28:00,2019,December,Wednesday,Mission
02/26/2020 09:27:00 AM,09:27:00,2020,February,Wednesday,South of Market
04/24/2013 07:52:00 PM,19:52:00,2013,April,Wednesday,Japantown
11/08/2021 07:43:00 PM,19:43:00,2021,November,Monday,Marina
09/13/2023 05:36:00 AM,05:36:00,2023,September,Wednesday,Tenderloin
08/24/2020 12:58:00 PM,12:58:00,2020,August,Monday,Bernal Heights
12/06/2020 06:24:00 PM,18:24:00,2020,December,Sunday,Bayview Hunters Point
11/14/2023 10:03:00 AM,10:03:00,2023,November,Tuesday,Mission Bay
05/21/2020 06:35:00 PM,18:35:00,2020,May,Thursday,Financial District/South Beach
08/22/2021 01:39:00 PM,13:39:00,2021,August,Sunday,Mission
06/27/2015 04:57:00 PM,16:57:00,2015,June,Saturday,Seacliff
12/10/2019 04:00:00 PM,16:00:00,2019,December,Tuesday,Financial District/South Beach
09/28/2020 09:35:00 AM,09:35:00,2020,September,Monday,South of Market
03/02/2018 06:04:00 PM,18:04:00,2018,March,Friday,Glen Park
04/04/2008 01:03:00 PM,13:03:00,2008,April,Friday,Financial District/South Beach
09/09/2024 10:33:00 PM,22:33:00,2024,September,Monday,Hayes Valley
06/03/2024 07:15:00 AM,07:15:00,2024,June,Monday,Tenderloin
08/02/2020 11:11:00 AM,11:11:00,2020,August,Sunday,Castro/Upper Market
05/20/2008 06:31:00 PM,18:31:00,2008,May,Tuesday,Mission
10/28/2007 12:07:00 AM,00:07:00,2007,October,Sunday,Mission
02/15/2008 11:30:00 AM,11:30:00,2008,February,Friday,South of Market
02/27/2015 10:01:00 AM,10:01:00,2015,February,Friday,Portola
05/30/2008 02:52:00 PM,14:52:00,2008,May,Friday,Financial District/South Beach
06/02/2017 03:00:00 PM,15:00:00,2017,June,Friday,Bayview Hunters Point
11/30/2019 12:11:00 PM,12:11:00,2019,November,Saturday,Mission
05/22/2024 07:54:00 AM,07:54:00,2024,May,Wednesday,Financial District/South Beach
04/02/2008 08:26:00 AM,08:26:00,2008,April,Wednesday,Lakeshore
05/01/2018 04:06:00 PM,16:06:00,2018,May,Tuesday,Noe Valley
10/06/2020 10:05:00 AM,10:05:00,2020,October,Tuesday,Pacific Heights
09/24/2024 09:40:00 AM,09:40:00,2024,September,Tuesday,Mission Bay
01/07/2009 04:50:00 PM,16:50:00,2009,January,Wednesday,Tenderloin
06/22/2021 02:06:00 PM,14:06:00,2021,June,Tuesday,Bayview Hunters Point
11/27/2005 01:55:00 AM,01:55:00,2005,November,Sunday,Castro/Upper Market
11/17/2021 02:06:00 PM,14:06:00,2021,November,Wednesday,Inner Sunset
08/14/2007 01:10:00 AM,01:10:00,2007,August,Tuesday,Financial District/South Beach
02/07/2013 09:38:00 AM,09:38:00,2013,February,Thursday,Sunset/Parkside
08/25/2022 08:20:00 PM,20:20:00,2022,August,Thursday,North Beach
10/09/2005 11:47:00 PM,23:47:00,2005,October,Sunday,Pacific Heights
07/17/2017 11:52:00 AM,11:52:00,2017,July,Monday,Oceanview/Merced/Ingleside
10/19/2024 07:44:00 PM,19:44:00,2024,October,Saturday,Financial District/South Beach
02/21/2021 10:14:00 AM,10:14:00,2021,February,Sunday,Hayes Valley
03/26/2008 02:40:00 PM,14:40:00,2008,March,Wednesday,Mission
11/05/2006 12:21:00 AM,00:21:00,2006,November,Sunday,West of Twin Peaks
06/01/2012 02:59:00 PM,14:59:00,2012,June,Friday,South of Market
02/21/2008 11:20:00 AM,11:20:00,2008,February,Thursday,Mission
03/04/2022 02:55:00 PM,14:55:00,2022,March,Friday,Financial District/South Beach
04/12/2008 09:19:00 PM,21:19:00,2008,April,Saturday,West of Twin Peaks
05/24/2021 04:38:00 PM,16:38:00,2021,May,Monday,Mission
04/10/2021 11:08:00 PM,23:08:00,2021,April,Saturday,Marina
10/20/2015 08:29:00 AM,08:29:00,2015,October,Tuesday,Mission
08/16/2005 10:42:00 PM,22:42:00,2005,August,Tuesday,Mission
09/16/2022 10:36:00 PM,22:36:00,2022,September,Friday,Bayview Hunters Point
02/17/2014 04:20:00 PM,16:20:00,2014,February,Monday,South of Market
07/17/2005 12:03:00 AM,00:03:00,2005,July,Sunday,Chinatown
09/08/2020 06:52:00 PM,18:52:00,2020,September,Tuesday,Western Addition
09/19/2021 04:30:00 PM,16:30:00,2021,September,Sunday,Financial District/South Beach
05/25/2020 09:56:00 AM,09:56:00,2020,May,Monday,Marina
02/06/2018 01:20:00 PM,13:20:00,2018,February,Tuesday,Pacific Heights
06/12/2008 08:11:00 PM,20:11:00,2008,June,Thursday,Nob Hill
05/06/2022 07:18:00 AM,07:18:00,2022,May,Friday,Oceanview/Merced/Ingleside
04/03/2020 07:06:00 AM,07:06:00,2020,April,Friday,Mission
03/10/2005 01:42:00 AM,01:42:00,2005,March,Thursday,Lakeshore
12/22/2019 02:30:00 AM,02:30:00,2019,December,Sunday,Pacific Heights
02/11/2014 10:44:00 AM,10:44:00,2014,February,Tuesday,Mission Bay
11/09/2018 07:57:00 PM,19:57:00,2018,November,Friday,Oceanview/Merced/Ingleside
03/03/2008 05:10:00 PM,17:10:00,2008,March,Monday,Outer Mission
10/20/2023 03:06:00 PM,15:06:00,2023,October,Friday,Haight Ashbury
09/24/2014 03:05:00 PM,15:05:00,2014,September,Wednesday,Bernal Heights
06/20/2020 06:45:00 PM,18:45:00,2020,June,Saturday,Golden Gate Park
10/23/2021 10:27:00 PM,22:27:00,2021,October,Saturday,Nob Hill
06/07/2024 09:40:00 AM,09:40:00,2024,June,Friday,Chinatown
12/08/2021 01:07:00 PM,13:07:00,2021,December,Wednesday,Marina
07/21/2024 10:42:00 AM,10:42:00,2024,July,Sunday,Mission
04/09/2006 12:15:00 AM,00:15:00,2006,April,Sunday,Portola
12/19/2019 05:25:00 PM,17:25:00,2019,December,Thursday,Sunset/Parkside
11/05/2024 02:49:00 PM,14:49:00,2024,November,Tuesday,South of Market
10/26/2020 02:19:00 PM,14:19:00,2020,October,Monday,Tenderloin
07/02/2017 03:34:00 AM,03:34:00,2017,July,Sunday,Oceanview/Merced/Ingleside
01/18/2017 05:58:00 PM,17:58:00,2017,January,Wednesday,Outer Mission
03/04/2020 08:35:00 AM,08:35:00,2020,March,Wednesday,Western Addition
04/22/2023 07:10:00 PM,19:10:00,2023,April,Saturday,Hayes Valley
03/04/2008 12:03:00 AM,00:03:00,2008,March,Tuesday,Visitacion Valley
02/08/2008 07:47:00 AM,07:47:00,2008,February,Friday,Haight Ashbury
11/24/2021 05:32:00 PM,17:32:00,2021,November,Wednesday,Inner Sunset
12/30/2019 06:50:00 PM,18:50:00,2019,December,Monday,Pacific Heights
09/11/2022 05:38:00 PM,17:38:00,2022,September,Sunday,Mission
